Headline,Date,Price movement
Exporters fear higher costs with new forex measure,06/12/2016,Up
Malaysian manufacturing -- stuck in a rut with nowhere to go?,05/12/2016,Down
Earnings continue to bleed in 3Q,05/12/2016,Down
"Top Glove, DiGi in newly set up BIA",02/12/2016,Down
"Top Glove, DiGi among four companies in new business integrity alliance",01/12/2016,Down
马股竭力保持微幅涨势,01/12/2016,Down
KLCI defends meagre gains,01/12/2016,Down
顶级手套专注于提高自动化 更好的人力资本,22/11/2016,Up
"Top Glove to focus on increased automation, better human capital - chairman",22/11/2016,Up
EY Entrepreneur of the Year 2016 Malaysia: Riverstone stays competitive with new technologies,19/11/2016,#N/A
顶级手套股价涨3.7% 受令吉走贬提振,18/11/2016,Down
Top Glove shares gain as much as 3.7% as ringgit weaken,18/11/2016,Down
抛售持续 马股跌0.93%,14/11/2016,Up
KLCI falls 0.93% as sell off persists,14/11/2016,Up
联昌国际投行研究：令吉汇率未来走势波动 直至美国经济与贸易政策明朗化为止,14/11/2016,Up
"CIMB Research: Ringgit volatility ahead until clarity on US economic, trade policies",14/11/2016,Up
受能源与种植股拖累 马股大跌1.1%,14/11/2016,Up
KLCI falls 1.1% as energy and banking stocks weigh,14/11/2016,Up
Stock With Momentum: Top Glove Corporation,14/11/2016,Up
Export-based stocks in focus again,14/11/2016,Up
马股暴跌18.55点 令吉大幅走贬触及14个月低位,11/11/2016,Down
"FBM KLCI down 18.55 points, as ringgit hits 14-month low",11/11/2016,Down
马股收复跌势 大盘情绪转跌,11/11/2016,Down
美元走强 手套股应声扬,11/11/2016,Down
"Innoprise, Johore Tin, Top Glove, WCT, Cepatwawasan, Malton",11/11/2016,Down
"KLCI pares loss, but sentiment turns bearish",11/11/2016,Down
Glove makers rise as U.S. dollar strengthens,11/11/2016,Down
能源与银行股拖低马股,11/11/2016,Down
"Energy, banking stocks weigh on KLCI",11/11/2016,Down
"Trump’s win spells long term pain for some sectors, says MIDF Research",10/11/2016,Up
"Titijaya, PIE Industrial, FGV, Hartalega, Amcorp Properties, Tien Wah, PetDag, Nationwide Express and Ekovest",08/11/2016,Up
马股跌0.41% 随区域股市回跌,02/11/2016,Up
KLCI dips 0.41% in line with regional retreat,02/11/2016,Up
KLCI dips as regional markets stumble,02/11/2016,Up
KLCI drifts lower in tandem with regional markets,01/11/2016,Down
"Rubber glove makers seek more RA, relaxed rules on hiring foreign workers",21/10/2016,Down
橡胶手套业者冀2017年财算案祭更多再投资津贴、放宽聘用外劳的条例限制,20/10/2016,Up
"Rubber glove makers seek more RA, relax rules on hiring foreign workers in Budget 2017",20/10/2016,Up
Top Glove’s expansion plans under way,20/10/2016,Up
Top Glove aims to be world No 1 nitrile glove maker,19/10/2016,Down
"No near term re-rating catalysts for Top Glove, says Public IB Research",19/10/2016,Down
"KLCI to trend higher, gear towards 1,672",19/10/2016,Down
"Top Glove, Pasdec, Selangor Dredging, HeiTech Padu, Pantech, Tanjung Offshore and DBE Gurney",18/10/2016,Up
"EVENING 5: MIER: More Private Investments, No Middle Class BR1M",18/10/2016,Up
"EVENING 5: MIER: More Private Investments, No Middle Class BR1M",18/10/2016,Up
顶级手套冀销售年增10%,18/10/2016,Up
Top Glove eyes 10% sales growth per annum,18/10/2016,Up
Top Glove eyes 10% sales growth per annum,18/10/2016,Up
NEWS: Top Glove eyes 10% sales growth per year,18/10/2016,Up
随区域股市下滑 马股中盘走低,17/10/2016,Up
KLCI turns lower in line with regional dip,17/10/2016,Up
Gen Y of three prominent families pool funds to invest,14/10/2016,Down
Top Glove records softer 4Q earnings growth,14/10/2016,Down
Top Glove 4Q net profit down 36% on lower ASP,13/10/2016,Up
"KLCI to trade range bound, hover at 1,670 level",13/10/2016,Up
"MTD ACPI, Perisai, N2N Connect, Hibiscus, Crest Builder, Zhulian, Scicom and Top Glove",12/10/2016,Up
售价低原料价格波动 顶级手套末季净利跌36%,12/10/2016,Up
"EVENING 5: Top Glove’s 4Q slumps, still hits full-year record",12/10/2016,Up
"EVENING 5: Top Glove’s 4Q slumps, still hits full-year record",12/10/2016,Up
"Top Glove 4Q profit falls 36% on lower selling price, volatile raw material prices",12/10/2016,Up
"Top Glove 4Q net profit down 36% on lower selling price, pays 8.5 sen dividend",12/10/2016,Up
区域股市温和 马股依然承压,12/10/2016,Up
KLCI remains under pressure as regional markets stay tepid,12/10/2016,Up
Top Glove seen posting flat or marginal 4QFY16 results,11/10/2016,Up
Top Glove 4Q earnings likely to remain flat,07/10/2016,Down
安联星展研究：航空、手套和科技领域未来季度盈利或回弹,06/10/2016,Down
"AllianceDBS: Aviation, glove, technology sectors to see earnings rebound in quarters ahead",06/10/2016,Down
联昌国际投行：顶级手套末季净利“极大可能按年走疲”,06/10/2016,Down
CIMB on Top Glove: 4Q net profit 'likely to weaken yoy',06/10/2016,Down
顶级手套跌3.72% 末季盈利前景疲弱,06/10/2016,Down
马股竭力微升 区域股市上涨,06/10/2016,Down
Top Glove falls 3.33% on weaker 4Q earnings outlook,06/10/2016,Down
KLCI ekes out marginal gains as regional markets advance,06/10/2016,Down
马股持续下滑 9月幽灵现象缠绕,30/09/2016,Up
KLCI poised to succumb to ghosts of September past,30/09/2016,Up
投资者套利 顶级手套高产柅品下跌,29/09/2016,Up
"Top Glove, Kossan fall as investors take profit",29/09/2016,Up
马股半日微升 主要蓝筹股上涨提振,29/09/2016,Up
"KLCI edges up, key blue chips lift",29/09/2016,Up
马股小幅走高,29/09/2016,Up
No major rally at KLCI,29/09/2016,Up
"Top Glove buying volume expanded, says AllianceDBS Research",28/09/2016,Down
"Insider Moves: Hartalega,IOI Properties Group, Kanger International,Felda Global Ventures Holdings, Bonia Corp",27/09/2016,Up
"Immediate hurdle for Top Glove at RM4.85, says AllianceDBS Research",27/09/2016,Up
Trade Wise: One-off tax hit keeps Supermax valuations at discount,21/09/2016,Up
Special Report:Making Malaysia Better:New realities for difficult times,12/09/2016,#N/A
Stock With Momentum: YKGI Holdings,07/09/2016,Up
Glove makers see demand spike in 2H,07/09/2016,Up
Minimal impact on Malaysian listed companies from Zika,06/09/2016,Up
跟随大市 马股全日扬6.29点,05/09/2016,Up
"KLCI takes cue from US markets, up 6.29pts",05/09/2016,Up
兹卡病毒肆虐促顶级手套股价上涨,05/09/2016,Up
Top Glove gains as Zika spreads,05/09/2016,Up
等待美就业数据 马股全日微升,02/09/2016,Up
KLCI up ahead of U.S. jobs data,02/09/2016,Up
Manufacturing conditions deteriorate at sharper pace,02/09/2016,Up
"Immediate support for Top Glove at RM4.20, says AllianceDBS Research",02/09/2016,Up
YKGI sells property to Top Glove for RM51.5m,30/08/2016,Up
Improving fundamentals for Top Glove,30/08/2016,Up
马股休市跌0.31% 半日下跌股居多,17/08/2016,Up
KLCI down 0.31% as sellers outpace buyers,17/08/2016,Up
马股止跌走高 上攻1700点,16/08/2016,Down
"KLCI reverses loss, eyes crucial 1,700 level",16/08/2016,Down
"Sime Darby, IGB Corp, Daya Materials, Supermax, Zecon, HSS Engineers, ConnectCounty, Tomei, YSP Southeast Asia, PetDag, Salutica, Tower REIT, Ann Joo and SCH Group",15/08/2016,Down
经济学家促我国发挥应有的潜力,15/08/2016,Down
"Stop punching below your weight, says economist",15/08/2016,Down
Lacklustre results season ahead,04/08/2016,Up
Top Glove’s Ebitda margin expected to recover,27/07/2016,Up
"HLIB Research keeps Buy on Top Glove, lowers target to RM5.27",26/07/2016,Up
Maybank: Glove makers to stay under pressure prior to release of 2Q report cards,25/07/2016,Down
CIMB Research cuts rubber gloves sector to 'Neutral' on short term margin compression,20/07/2016,Down
Investing ideas: The shariah equity fund with an aggressive trading strategy,15/07/2016,Down
Healthcare sector’s growth driven by demographics,05/07/2016,Down
扩充产能引发手套领域隐忧,04/07/2016,Down
Capacity building causes concern in glove industry,04/07/2016,Down
Margma warns glove makers not to expand ‘whimsically’,30/06/2016,Down
Another hike in gas price,30/06/2016,Down
Trade Wise: Interest returns to furniture stocks as value emerges,29/06/2016,Down
EVENING 5: Eco World International Delays IPO,28/06/2016,Down
EVENING 5: Eco World International Delays IPO,28/06/2016,Down
Top Glove makes its debut on SGX,28/06/2016,Down
Top Glove falls 1.46% at Bursa while making SGX debut,28/06/2016,Down
Companies urged to work ‘hand in glove’ with SGX as it eyes regional family businesses for IPOs,27/06/2016,Down
"Lead Story: Analysts turn positive on banks, aviation and REITs",27/06/2016,Down
EY Entrepreneur Of The Year Malaysia 2016: EY celebrates the achievements of entrepreneurs,24/06/2016,Up
英国脱欧或导致不可预知的全球经济政策,24/06/2016,Up
"Brexit may lead to unpredictable global economic policies, says HLIB Research",24/06/2016,Up
Top Glove actively looking into M&A with industry players,24/06/2016,Up
Top Glove expects record profit for FY16,23/06/2016,Down
顶级手套实现30%目标可期,21/06/2016,Up
EVENING 5: Top Glove assures record year despite weak earnings,21/06/2016,Up
EVENING 5: Top Glove assures record year despite weak earnings,21/06/2016,Up
Top Glove on track to meet 30% target by 2020,21/06/2016,Up
英国脱欧担忧消退 马股延续升势,20/06/2016,Down
EPF增持顶级手套,17/06/2016,Down
EPF ups Top Glove stake,17/06/2016,Down
Nitrile glove pricing competition eases for Top Glove,17/06/2016,Down
Kenanga IB Research cuts Top Glove’s 2016-2017 net profit estimates by 6%,16/06/2016,Up
"Top Glove’s 3Q profit down 14%, pays 6 sen dividend",16/06/2016,Up
EVENING 5: Syed Mokhtar’s burgeoning debt?,16/06/2016,Up
EVENING 5: Syed Mokhtar’s burgeoning debt?,16/06/2016,Up
Earnings normalising for Top Glove,15/06/2016,Down
Top Glove’s 3QFY16 profit likely to be lower,13/06/2016,Up
Hartalega’s margins fall below industry average,10/06/2016,Up
Top Glove gets green light from SGX for secondary listing,10/06/2016,Up
"Eco World, MBSB, AWC, Top Glove, Magna Prima and Menang Corp",10/06/2016,Up
"KLCI to drift lower, immediate support at 1,645",10/06/2016,Up
顶级手套获新交所批准在新国次级上市,09/06/2016,Down
Top Glove gets green light from SGX for secondary listing,09/06/2016,Down
EVENING 5: Putrajaya Assures Growth Intact despite Grim World Bank,09/06/2016,Down
EVENING 5: Putrajaya Assures Growth Intact despite Grim World Bank,09/06/2016,Down
Warrants Update: TOPGLOV-C6 cheaper alternative to glove sector,08/06/2016,Down
Incremental nitrile volume growth likely to sustain Top Glove’s margins,08/06/2016,Down
KLCI edges marginally higher in line with regional gains,07/06/2016,Down
"Top Glove 3Q net profit forecast to be weaker q-o-q, says AffinHwang Capital",07/06/2016,Down
手套股因令吉走挺而承压,06/06/2016,Up
Glove makers' counters pressured as ringgit strengthens,06/06/2016,Up
Analysts cut earnings forecasts for 2016,03/06/2016,Down
"UMW, Petron, Genting, Kossan, AAX, Ajinomoto, IGB, HLFG, FGV and Ann Joo",25/05/2016,Down
Cover Story: Finding the next multibagger stock,23/05/2016,Up
Top Glove gets SC nod for SGX listing,18/05/2016,Up
"UMWOG, Malayan Flour Mills, Zelan, Carlsberg, APM Automotive, Top Glove, Amway, Boustead Plantations, Lion Corp and Ann Joo",18/05/2016,Up
Global equity market jitters to cap gains at KLCI,18/05/2016,Up
顶级手套获证监会批准 在新交所主板次级上市,17/05/2016,Down
Top Glove gets SC nod for secondary listing on SGX main board,17/05/2016,Down
"KLCI likely to trend higher, support pegged at 1,636",09/05/2016,Up
"MISC, NWP Holdings, TSR Capital, LKL Int’l, Luxchem, KLCC Property, KLCC REIT, Icon Offshore, Flonic Hi-Tec, Silk Holdings, mTouche, Ire-Tex, BAT, Top Glove and CLIQ",06/05/2016,Up
EPF accumulates shares in Top Glove,06/05/2016,Up
Lead Story: 1Q market round-up: MREITs and large caps rejoice,25/04/2016,Down
令吉和原料价格走高 顶级手套 高产尼品成焦点,22/04/2016,Down
"Top Glove, Kossan in spotlight on stronger ringgit, raw material prices",22/04/2016,Down
M’sian rubber glove manufacturers say prices to rise further,22/04/2016,Down
Global rubber glove demand expected to grow 8% to 10%,18/04/2016,Down
Glovemakers extends losses as ringgit strengthens,13/04/2016,Up
令吉走挺 顶级手套和高产尼品沦为最大下跌股,12/04/2016,Down
"Top Glove, Kossan among top losers as ringgit strengthens",12/04/2016,Down
Possible reduction in rubber gloves sector earnings,11/04/2016,Down
Top Glove's secondary listing won't be a boon for all,04/04/2016,Up
Rubber products sector likely to remain flattish q-o-q,31/03/2016,Down
Thailand wooing Malaysian investors to Rubber City,28/03/2016,Up
Pheim’s strategy pays off,24/03/2016,Up
Top Glove venturing into medical service business,24/03/2016,Up
联营提供医疗服务 顶级手套走低,23/03/2016,Up
Rubber product sector’s 4Q15 earnings in line with expectations,23/03/2016,Up
Top Glove edges lower after JV to provide clinical and specialist medical services,23/03/2016,Up
"VS Industry, Top Glove, Sime Darby, Poh Huat, Sentoria, CCM Duopharma and Astro",23/03/2016,Up
Top Glove forms JV to venture into medical services business,22/03/2016,Down
Top Glove’s 1HFY16 results within expectations,18/03/2016,Down
Top Glove targets 20% to 30% sales growth for FY16,17/03/2016,Up
"CIMB IB Research keeps Add on Top Glove, cuts target to RM5.90",17/03/2016,Up
"Sapura Resources, Mah Sing, Top Glove, Axiata, SMRT, Kim Teck Cheong and Red Sena",16/03/2016,Up
"Top Glove targets 20% to 30% sales growth, eyes one or two M&A",16/03/2016,Up
顶级手套次季净利大涨86.6%,16/03/2016,Up
Top Glove's 2Q net profit surges 86.6% to RM104.61m,16/03/2016,Up
Top Glove’s SGX listing will broaden its M&A horizon,16/03/2016,Up
Analysts neutral on Top Glove’s SGX secondary listing,16/03/2016,Up
"Stronger 2Q for Top Glove y-o-y, slower growth q-o-q",15/03/2016,Down
Top Glove seeks secondary listing on SGX mainboard,15/03/2016,Down
Top Glove gains 2.07% on plans for secondary listing on SGX-ST,15/03/2016,Down
"Mah Sing, Top Glove, FGV, Alam Maritim, HeiTech Padu, Hibiscus, Bumi Armada, Protasco, Ho Wah Genting, Asia Knight, SMTrack and TDM",14/03/2016,Up
顶级手套寻求在新加坡交易所主板上市,14/03/2016,Up
Top Glove seeks secondary listing on SGX main board,14/03/2016,Up
Top Glove falls 2.39% after HLIB Research cuts target price,14/03/2016,Up
HLIB Research cuts target price for Top Glove to RM7.51,14/03/2016,Up
Rubber glove makers still investor favourites,11/03/2016,Down
Kossan top gainer after chief says ready for share buyback,10/03/2016,Up
Kossan ready for share buyback after rout,10/03/2016,Up
Top Glove and Kossan rebound after recent sell down,09/03/2016,Up
Ringgit rises to seven-month high on crude oil rebound,08/03/2016,Up
油价推高 马股收升,07/03/2016,Down
KLCI lifted by stronger crude oil price,07/03/2016,Down
手套与出口股 占据下跌榜,07/03/2016,Down
Lead Story: Brighter outlook for stocks in 2H2016,07/03/2016,Down
"Glove, export counters dominate Bursa top decliners' list",07/03/2016,Down
US$7.9b lost by Malaysia’s top billionaires in last year’s rout,26/02/2016,Up
"Government move to raise revenue wipes out RM20b in value of telcos, planters and builders",24/02/2016,Down
MARKET MATTERS : Zealous Zelan and Top Glove Top Dog,06/04/2016,Down
投资者关注企业财报 马股震荡中微跌,22/02/2016,Down
KLCI volatile as investors eye corp financials,22/02/2016,Down
Top Glove says global rubber glove demand to climb 8% 10%,08/04/2016,Up
Navis on retail asset shopping spree,19/02/2016,Up
Karex’s valuations stretched thin by a volatile ringgit,15/02/2016,Up
是时候贪婪？,15/02/2016,Up
Is it time to be greedy?,15/02/2016,Up
"Levy hike to have minimal impact on glove makers, says AllianceDBS Research",12/02/2016,Down
Careplus ups capacity to boost profit margin,11/02/2016,Down
"Top Glove, Karex, Kossan extend losses on weakened dollar",05/02/2016,Up
令吉走升重挫手套股,04/02/2016,Down
Gain in ringgit hurts rubber glove stocks,04/02/2016,Down
KLCI gains 1.05% on bargain hunting,04/02/2016,Down
亚股随油价下跌 马股收低1.2%,03/02/2016,Down
Top Glove joins as largest employer in PRS vesting scheme,03/02/2016,Down
KLCI falls 1.2% as regional markets track oil losses,03/02/2016,Down
Resumption of ringgit’s fall seen boosting glove-makers,03/02/2016,Down
Top Glove to further trim workforce,03/02/2016,Down
Top Glove rises 2.26% on plans to cut foreign work force,03/02/2016,Down
人头税调涨 顶级手套将减5%外劳,02/02/2016,Up
"Top Glove to cut 5% of foreign work force this year, says chairman",02/02/2016,Up
亚股走低 马股跌0.66%,02/02/2016,Up
KLCI slips 0.66% as Asian markets dip,02/02/2016,Up
Pentamaster bullish on its prospects for FY16,02/02/2016,Up
Maybank IB says 'current volatility in the stock market will persist',01/02/2016,#N/A
"Axiata, Tropicana, Pintaras Jaya, TM, Tenaga, ES Ceramics, Perstima, Spritzer, MPI, Homeritz, Chin Teck, WZ Satu and Kejuruteraan Samudera",28/01/2016,Down
受电讯股拖累 马股略扬0.18%,28/01/2016,Down
"KLCI up slightly by 0.18%, dragged down by telco stocks",28/01/2016,Down
Dewan Rakyat adopts motion on TPP deal,28/01/2016,Down
马股持续走升 闭市扬4.88点,27/01/2016,Down
"KLCI continues positive streak, up 4.88pts",27/01/2016,Down
KLCI tracks Asian share gains,27/01/2016,Down
马股逆市微升,26/01/2016,Down
"Malaysian stocks end higher, bucking regional trend",26/01/2016,Down
Trade Wise: New Year cheer for Top Glove shareholders,20/01/2016,Down
油价跌破28美元 马股随亚股下跌,18/01/2016,Up
"KLCI, Asian markets down as oil falls below US$28",18/01/2016,Up
Catalysts to persist into 2016 for rubber products,14/01/2016,Up
"PublicInvest Research keeps Neutral on Top Glove, ups target to RM15.26",13/01/2016,Down
Top Glove’s PAT margin estimated to rationalise to 14%,08/01/2016,Up
Top Glove looking to seal M&A deal by August,07/01/2016,Down
"MIDF Research maintains Neutral on Top Glove, ups target to RM13.51",07/01/2016,Down
Sector of the year - Export: Export-oriented industries shine,06/01/2016,Down
Top Glove looking to seal M&A deal by August this year,06/01/2016,Down
Year in numbers: Exporters lead the league,30/12/2015,Down
What to expect in the stock market for year 2016,30/12/2015,Down
Top Glove a top pick among analysts,29/12/2015,Down
蓝筹股有上升潜力 马股温和收高,28/12/2015,Up
KLCI ends modestly higher as funds see blue chips with upside potential,28/12/2015,Up
"Another gas tariff hike, impact on producers minimal",28/12/2015,Up
IRIS Corp’s Tan Say Jim is EY Entrepreneur of the Year 2015,24/12/2015,#N/A
Glove makers cry foul over gas tariff hike,23/12/2015,Down
投资者转而投资抗跌股 橡胶手套业者股项齐上扬,22/12/2015,Down
Rubber glove counters jump as investors look for defensive stocks,22/12/2015,Down
油价跌至2004年以来新低 马股持续下滑,21/12/2015,Up
KLCI falls for 2nd straight session as oil prices slide to lowest since 2004,21/12/2015,Up
油价保持低位 马股全日跌12.62点,18/12/2015,Up
KLCI down 12.62pts as oil prices continue to stay low,18/12/2015,Up
财报佳 美元强 手套股应声走高,18/12/2015,Up
"Glove counters surge on better quarterly results, stronger USD",18/12/2015,Up
Top Glove’s 1QFY16 net profit soars to RM128.3m,17/12/2015,Down
Top Glove’s 1Q net profit jumps 163.7%,16/12/2015,Up
"CIMB Research maintains Add on Top Glove, ups target to RM16",16/12/2015,Up
"Datasonic, Top Glove, WCT, UEM Edgenta, PPB, Hiap Teck, Pintaras Jaya, VS Industry, OCK and Berjaya Media",15/12/2015,Up
美联储会议前夕 马股延续跌势,15/12/2015,Up
KLCI extends losses ahead of US Fed meeting,15/12/2015,Up
销量创纪录 顶级手套首季净利大涨164%,15/12/2015,Up
Top Glove's 1Q net profit jumps 164% on record sales volume,15/12/2015,Up
Top Glove 1Q net profit up 164% on year at RM128m,15/12/2015,Up
Another record quarter expected for Top Glove,15/12/2015,Up
"PetDag, Sime Darby, Public Bank among new additions to F4GBM",15/12/2015,Up
"PetDag, Sime Darby, Public Bank, Maxis among new additions to F4GBM index",14/12/2015,Up
"AffinHwang upgrades Top Glove to 'buy', raises target price to RM14.90",14/12/2015,Up
美国决定升息前 马股延续跌势,10/12/2015,Down
KLCI extends losses ahead of US rate decision,10/12/2015,Down
首季业绩发布前 顶级手套扬逾6%,10/12/2015,Down
Top Glove gains 6.58% ahead of 1Q results release,10/12/2015,Down
种植股表现鼓舞 马股全日扬0.2%,07/12/2015,Up
KLCI higher on plantation counters,07/12/2015,Up
Lead Story: Rally in export-oriented small caps may slow,07/12/2015,Up
FBMKLCI constituents remain unchanged after semi-annual review,03/12/2015,Up
Top Glove expected to report record 1QFY16 results,03/12/2015,Up
KLCI reverses losses amid cautious sentiment,27/11/2015,Up
美联储会议纪要公布在即 大马股汇齐跌,18/11/2015,Down
"KLCI declines, ringgit weakens ahead of Fed minutes",18/11/2015,Down
ES Ceramics eyes Bursa's Main Board,18/11/2015,Down
Lead Story: ‘Expectation of bad news already priced in’,16/11/2015,Up
"MBSB, Flonic Hi-Tech, Comfort Gloves, Lay Hong, Encorp, CCM, Y&G, Talam Transform and Westports",13/11/2015,Down
"Supermax, StemLife, Inari Amertron, OWG, Stone Master, LBS Bina, Instacom, Selangor Dredging, WCT and Ahmad Zaki Resources",12/11/2015,Down
Budget 2016: Minimum wage hike to hit retail sector,11/11/2015,Up
KLCI climbs at 11th hour; ringgit weakens,09/11/2015,Up
"Kulim, RCE Capital, JAG, Progressive Impact, Hibiscus, Tek Seng, MRCB-Quill REIT and Hartalega",05/11/2015,Down
首季业绩看俏 康乐股价写新高,03/11/2015,Up
Karex hits all time high on anticipation of better financial results,03/11/2015,Up
"XOX, Lay Hong, PetDag, Destini, Top Glove, Sona Petroleum, Icon Offshore, KNM, FSBM and Wintoni",02/11/2015,Up
Top rubber glove maker to raise funds chasing condom takeovers,02/11/2015,Up
Insider Asia’s Stock Of The Day: ES Ceramics Technology,28/10/2015,Up
Insider Asia’s Stock Of The Day: ES Ceramics Technology,27/10/2015,Up
马股随区域股市走低 UEM Sunrise逆市走高,22/10/2015,Down
KLCI tracks regional fall; UEM Sunrise shines,22/10/2015,Down
"Top Glove eyes 30% global market share by 2020, from 25% currently",22/10/2015,Down
Glove counters advance after Top Glove’s firm results,21/10/2015,Down
Top Glove aims to buy one company a year,21/10/2015,Down
"HLIB Research maintains Buy on Top Glove, ups target to RM10.98",21/10/2015,Down
"IOI Properties, CIMB Group, Hong Leong Bank, Bina Puri, Top Glove and Hunza Properties",20/10/2015,Up
令吉走弱 马股收低,20/10/2015,Up
Malaysian shares lower as ringgit weakens on crude oil prices,20/10/2015,Up
Top Glove to invest RM200m in FY16 for organic growth,20/10/2015,Up
Top Glove’s 4QFY15 net profit of RM103.1m at record high,19/10/2015,Up
财算案清单：手套业者冀调降企业税率及更多投资奖掖,16/10/2015,Up
市场对2016年财算案寄以厚望 马股全日收高,16/10/2015,Up
Malaysian shares higher on Budget 2016 anticipation,16/10/2015,Up
"Glove makers want lower tax rates, more investment incentives",16/10/2015,Up
Top Glove’s 4QFY15 earnings set new record,16/10/2015,Up
"Top Glove top gainer, up 4.38% after record earnings",16/10/2015,Up
"BIMB Securities keeps Hold on Top Glove, revises target to RM8.84",16/10/2015,Up
"BHIC, SunCon, Top Glove, Eco World, IHH Healthcare, GENM, Genting Plantations, Uzma, OSK Holdings, Bintulu Port, Tan Chong Motor",16/10/2015,Up
受银行股推动 马股全日收高2.11点,15/10/2015,Up
"KLCI closes 2.11 points higher, lifted by banking counters",15/10/2015,Up
顶级手套2015财年盈利创新高 拟派息12仙,15/10/2015,Up
"Top Glove's FY15 earnings hits record high, recommends 12 sen dividend",15/10/2015,Up
"CIMB picks OWG, MyEG, GHL, Hovid and RHBCap as top 5 stocks for long-term investment",12/10/2015,Down
Helping those in need,12/10/2015,Down
令吉汇率走强 顶级手套和高产尼品双双下跌,08/10/2015,Up
"Top Glove, Kossan fall as ringgit shows its strength",08/10/2015,Up
Supermax continues to lag behind peers,02/10/2015,Up
Top Glove in M&A talks for expansion,02/10/2015,Up
Top Glove has cut selling prices 3 times in past 3 months,01/10/2015,Down
令吉走弱 顶级手套 高产尼品扬升,29/09/2015,Up
"Top Glove, Kossan rise as ringgit weakens",29/09/2015,Up
银行与种植股拖累 令吉走软 马股全日下跌,22/09/2015,Up
"Banking, plantation stocks weigh KLCI down; ringgit weaker",22/09/2015,Up
Investing in volatile markets (Part 2),22/09/2015,Up
FGV、UEM阳光和速柏玛 被踢出道琼斯回教市场指数,18/09/2015,Down
"FGV, UEM Sunrise, Supermax excluded from index",18/09/2015,Down
Merely a matter of lacking confidence?,17/09/2015,Down
特定蓝筹股推动 马股早盘扬0.55%,14/09/2015,Down
KLCI gains 0.55% as select blue chips lift,14/09/2015,Down
"SP Setia, Berjaya Auto, SapuraKencana, Supermax, Asian Pac, IOI Corp and Focus Dynamics",10/09/2015,Up
Rubber glove players should be able to cope with demand,10/09/2015,Up
美国股市上涨带动 马股扬12.67点 令吉继走软,03/09/2015,Down
KLCI up 12.67pts on US markets; ringgit weakens,03/09/2015,Down
受惠于令吉走软和目标价调升 顶级手套起23仙,03/09/2015,Down
"Top Glove up 23 sen on ringgit, TP upgrade",03/09/2015,Down
Top Glove better placed to benefit from currency gains,03/09/2015,Down
Lead Story: Seeking value amid ringgit weakness,21/08/2015,Up
"Boustead Plantations, Axiata, Dialog, WCT, Inari Amerton, Notion VTec, Kossan, Gabungan AQRS, Engtex, Prestariang, AirAsia, and YTL Corp",20/08/2015,Up
"Insider Moves: CSEurope, Dutaland, OSK Holdings, Top Glove, Sunsuria, Takaso Resources, Tenaga",19/08/2015,Up
投资者逢低买进 马股反弹收升,18/08/2015,Up
KLCI bucks China share slump; Maybank up,18/08/2015,Up
Glove makers advance on weaker ringgit,18/08/2015,Up
令吉大跌 避孕套制造商成赢家 亚航为输家,18/08/2015,Up
"AT Systematization eyes to ""break even"" in FY16 amid falling HDD orders",14/08/2015,Up
Changes are afoot at Ipmuda,13/08/2015,Down
令吉走软 顶级手套和Kossan成上升股,13/08/2015,Down
"Top Glove, Kossan among top gainers on weaker ringgit",13/08/2015,Down
"Top Glove, Kossan among top gainers on weaker ringgit",13/08/2015,Down
"FBM KLCI approaches 1,600 level, ringgit breaches 4 vs USD",13/08/2015,Down
Maybank IB sees opportunities amid volatility,11/08/2015,Down
Stock market dives again with no catalyst in sight,11/08/2015,Down
Maybank IB sees investment opportunities amid market volatility,10/08/2015,Down
大盘抛售 顶级手套股价暴跌,10/08/2015,Down
Top Glove shares plunge amid broader market sell-off,10/08/2015,Down
Top Glove records 14.7% q-o-q growth in nitrile glove volume,10/08/2015,Down
Pentamaster not affected by China’s slowdown,10/08/2015,Down
Hartalega anticipated to post stronger earnings for coming quarters,06/08/2015,Down
"MISC, PUC Founder, F&N, Alam Maritim, Hartalega, PetGas, Hibiscus, MAHB, Hunza, Xin Hwa and Teo Seng Capital",04/08/2015,Up
乳胶手套赚幅提升 顶级手套一度起3.9%,04/08/2015,Up
Top Glove up as much as 3.9% on increase in latex gloves’ margins,04/08/2015,Up
"Immediate support for Top Glove at RM7.40, says AllianceDBS Research",04/08/2015,Up
令吉贬值和前景大好 手套股走高,03/08/2015,Up
"Rubber glove stocks rise on weakening ringgit, positive prospects",03/08/2015,Up
Stock With Momentum: Supermax Corporation,03/08/2015,Up
企业活动传言推动 速柏玛写1年新高,31/07/2015,Up
Supermax surges to 1-year high on speculation of corporate exercise,31/07/2015,Up
本地机构投资者买入 马股早盘扬近13点,31/07/2015,Up
KLCI up 12.86pts on local institutional buying,31/07/2015,Up
Top Glove’s valuations likely to catch up with peers’,23/07/2015,Up
"Golden Land, MQREIT, Taliworks, Seremban Engineering, GHL Systems, Takaso, Top Glove, Fitters Diversified and Mexter Technology",22/07/2015,Down
KWAP ceases to be substantial shareholder of Top Glove,22/07/2015,Down
"AffinHwang Capital maintains Buy on Top Glove, ups target to RM8.35",22/07/2015,Down
Top Glove’s counter hits five-year high,20/07/2015,Up
Lead Story: Low-beta stocks a hedge against market volatility,13/07/2015,Up
"Integrated Rubber Corp, Uzma, Asdion, Boustead Plantations, Ewein, and MAHB",11/07/2015,#N/A
